image_path,mask_path
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/7f9d11c1-349b-4304-a672-4ed3f532d2f0/sweep_id/5.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/7f9d11c1-349b-4304-a672-4ed3f532d2f0/sweep_id/5.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/7f9d11c1-349b-4304-a672-4ed3f532d2f0/sweep_id/6.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/7f9d11c1-349b-4304-a672-4ed3f532d2f0/sweep_id/6.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/1dab0e37-e5e4-41d4-b132-32103b385c78/sweep_id/1.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/1dab0e37-e5e4-41d4-b132-32103b385c78/sweep_id/1.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/1dab0e37-e5e4-41d4-b132-32103b385c78/sweep_id/2.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/1dab0e37-e5e4-41d4-b132-32103b385c78/sweep_id/2.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/1dab0e37-e5e4-41d4-b132-32103b385c78/sweep_id/3.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/1dab0e37-e5e4-41d4-b132-32103b385c78/sweep_id/3.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/1dab0e37-e5e4-41d4-b132-32103b385c78/sweep_id/4.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/1dab0e37-e5e4-41d4-b132-32103b385c78/sweep_id/4.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/1dab0e37-e5e4-41d4-b132-32103b385c78/sweep_id/5.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/1dab0e37-e5e4-41d4-b132-32103b385c78/sweep_id/5.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/1dab0e37-e5e4-41d4-b132-32103b385c78/sweep_id/6.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/1dab0e37-e5e4-41d4-b132-32103b385c78/sweep_id/6.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/1af7894a-9f0a-41e8-9c10-a11c0341a93e/sweep_id/1.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/1af7894a-9f0a-41e8-9c10-a11c0341a93e/sweep_id/1.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/1af7894a-9f0a-41e8-9c10-a11c0341a93e/sweep_id/2.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/1af7894a-9f0a-41e8-9c10-a11c0341a93e/sweep_id/2.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/1af7894a-9f0a-41e8-9c10-a11c0341a93e/sweep_id/3.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/1af7894a-9f0a-41e8-9c10-a11c0341a93e/sweep_id/3.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/1af7894a-9f0a-41e8-9c10-a11c0341a93e/sweep_id/4.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/1af7894a-9f0a-41e8-9c10-a11c0341a93e/sweep_id/4.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/1af7894a-9f0a-41e8-9c10-a11c0341a93e/sweep_id/5.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/1af7894a-9f0a-41e8-9c10-a11c0341a93e/sweep_id/5.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/1af7894a-9f0a-41e8-9c10-a11c0341a93e/sweep_id/6.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/1af7894a-9f0a-41e8-9c10-a11c0341a93e/sweep_id/6.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/ab71c2e2-c1aa-49e1-aae2-f2aa649ff9a1/sweep_id/1.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/ab71c2e2-c1aa-49e1-aae2-f2aa649ff9a1/sweep_id/1.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/ab71c2e2-c1aa-49e1-aae2-f2aa649ff9a1/sweep_id/2.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/ab71c2e2-c1aa-49e1-aae2-f2aa649ff9a1/sweep_id/2.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/ab71c2e2-c1aa-49e1-aae2-f2aa649ff9a1/sweep_id/3.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/ab71c2e2-c1aa-49e1-aae2-f2aa649ff9a1/sweep_id/3.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/ab71c2e2-c1aa-49e1-aae2-f2aa649ff9a1/sweep_id/4.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/ab71c2e2-c1aa-49e1-aae2-f2aa649ff9a1/sweep_id/4.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/ab71c2e2-c1aa-49e1-aae2-f2aa649ff9a1/sweep_id/5.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/ab71c2e2-c1aa-49e1-aae2-f2aa649ff9a1/sweep_id/5.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/ab71c2e2-c1aa-49e1-aae2-f2aa649ff9a1/sweep_id/6.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/ab71c2e2-c1aa-49e1-aae2-f2aa649ff9a1/sweep_id/6.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/5e4e59bc-8445-47e5-80f3-bf6256ee6ce3/sweep_id/1.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/5e4e59bc-8445-47e5-80f3-bf6256ee6ce3/sweep_id/1.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/5e4e59bc-8445-47e5-80f3-bf6256ee6ce3/sweep_id/2.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/5e4e59bc-8445-47e5-80f3-bf6256ee6ce3/sweep_id/2.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/5e4e59bc-8445-47e5-80f3-bf6256ee6ce3/sweep_id/3.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/5e4e59bc-8445-47e5-80f3-bf6256ee6ce3/sweep_id/3.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/5e4e59bc-8445-47e5-80f3-bf6256ee6ce3/sweep_id/4.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/5e4e59bc-8445-47e5-80f3-bf6256ee6ce3/sweep_id/4.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/5e4e59bc-8445-47e5-80f3-bf6256ee6ce3/sweep_id/5.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/5e4e59bc-8445-47e5-80f3-bf6256ee6ce3/sweep_id/5.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/5e4e59bc-8445-47e5-80f3-bf6256ee6ce3/sweep_id/6.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/5e4e59bc-8445-47e5-80f3-bf6256ee6ce3/sweep_id/6.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/04a04f2e-840b-47f8-a907-abe7aeab3f41/sweep_id/1.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/04a04f2e-840b-47f8-a907-abe7aeab3f41/sweep_id/1.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/04a04f2e-840b-47f8-a907-abe7aeab3f41/sweep_id/2.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/04a04f2e-840b-47f8-a907-abe7aeab3f41/sweep_id/2.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/04a04f2e-840b-47f8-a907-abe7aeab3f41/sweep_id/3.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/04a04f2e-840b-47f8-a907-abe7aeab3f41/sweep_id/3.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/04a04f2e-840b-47f8-a907-abe7aeab3f41/sweep_id/4.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/04a04f2e-840b-47f8-a907-abe7aeab3f41/sweep_id/4.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/04a04f2e-840b-47f8-a907-abe7aeab3f41/sweep_id/5.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/04a04f2e-840b-47f8-a907-abe7aeab3f41/sweep_id/5.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/04a04f2e-840b-47f8-a907-abe7aeab3f41/sweep_id/6.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/04a04f2e-840b-47f8-a907-abe7aeab3f41/sweep_id/6.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/47540baa-7ab8-425a-9e77-8005cb1c02f4/sweep_id/1.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/47540baa-7ab8-425a-9e77-8005cb1c02f4/sweep_id/1.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/47540baa-7ab8-425a-9e77-8005cb1c02f4/sweep_id/2.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/47540baa-7ab8-425a-9e77-8005cb1c02f4/sweep_id/2.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/47540baa-7ab8-425a-9e77-8005cb1c02f4/sweep_id/3.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/47540baa-7ab8-425a-9e77-8005cb1c02f4/sweep_id/3.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/47540baa-7ab8-425a-9e77-8005cb1c02f4/sweep_id/4.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/47540baa-7ab8-425a-9e77-8005cb1c02f4/sweep_id/4.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/47540baa-7ab8-425a-9e77-8005cb1c02f4/sweep_id/5.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/47540baa-7ab8-425a-9e77-8005cb1c02f4/sweep_id/5.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/47540baa-7ab8-425a-9e77-8005cb1c02f4/sweep_id/6.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/47540baa-7ab8-425a-9e77-8005cb1c02f4/sweep_id/6.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/23d90415-7355-4677-83aa-a214f6b17c03/sweep_id/1.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/23d90415-7355-4677-83aa-a214f6b17c03/sweep_id/1.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/23d90415-7355-4677-83aa-a214f6b17c03/sweep_id/2.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/23d90415-7355-4677-83aa-a214f6b17c03/sweep_id/2.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/23d90415-7355-4677-83aa-a214f6b17c03/sweep_id/3.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/23d90415-7355-4677-83aa-a214f6b17c03/sweep_id/3.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/23d90415-7355-4677-83aa-a214f6b17c03/sweep_id/4.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/23d90415-7355-4677-83aa-a214f6b17c03/sweep_id/4.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/23d90415-7355-4677-83aa-a214f6b17c03/sweep_id/5.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/23d90415-7355-4677-83aa-a214f6b17c03/sweep_id/5.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/23d90415-7355-4677-83aa-a214f6b17c03/sweep_id/6.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/23d90415-7355-4677-83aa-a214f6b17c03/sweep_id/6.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/379f256a-879c-4e1d-9b30-a0e9ee51e098/sweep_id/1.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/379f256a-879c-4e1d-9b30-a0e9ee51e098/sweep_id/1.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/379f256a-879c-4e1d-9b30-a0e9ee51e098/sweep_id/2.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/379f256a-879c-4e1d-9b30-a0e9ee51e098/sweep_id/2.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/379f256a-879c-4e1d-9b30-a0e9ee51e098/sweep_id/3.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/379f256a-879c-4e1d-9b30-a0e9ee51e098/sweep_id/3.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/379f256a-879c-4e1d-9b30-a0e9ee51e098/sweep_id/4.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/379f256a-879c-4e1d-9b30-a0e9ee51e098/sweep_id/4.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/379f256a-879c-4e1d-9b30-a0e9ee51e098/sweep_id/5.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/379f256a-879c-4e1d-9b30-a0e9ee51e098/sweep_id/5.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/379f256a-879c-4e1d-9b30-a0e9ee51e098/sweep_id/6.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/379f256a-879c-4e1d-9b30-a0e9ee51e098/sweep_id/6.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/484c03b0-441d-4966-b10e-06b31d84e55e/sweep_id/1.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/484c03b0-441d-4966-b10e-06b31d84e55e/sweep_id/1.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/484c03b0-441d-4966-b10e-06b31d84e55e/sweep_id/2.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/484c03b0-441d-4966-b10e-06b31d84e55e/sweep_id/2.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/484c03b0-441d-4966-b10e-06b31d84e55e/sweep_id/3.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/484c03b0-441d-4966-b10e-06b31d84e55e/sweep_id/3.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/484c03b0-441d-4966-b10e-06b31d84e55e/sweep_id/4.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/484c03b0-441d-4966-b10e-06b31d84e55e/sweep_id/4.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/484c03b0-441d-4966-b10e-06b31d84e55e/sweep_id/5.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/484c03b0-441d-4966-b10e-06b31d84e55e/sweep_id/5.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/484c03b0-441d-4966-b10e-06b31d84e55e/sweep_id/6.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/484c03b0-441d-4966-b10e-06b31d84e55e/sweep_id/6.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/3d221d3e-749e-4b06-ac7a-762c3fc4c88a/sweep_id/1.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/3d221d3e-749e-4b06-ac7a-762c3fc4c88a/sweep_id/1.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/3d221d3e-749e-4b06-ac7a-762c3fc4c88a/sweep_id/2.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/3d221d3e-749e-4b06-ac7a-762c3fc4c88a/sweep_id/2.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/3d221d3e-749e-4b06-ac7a-762c3fc4c88a/sweep_id/3.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/3d221d3e-749e-4b06-ac7a-762c3fc4c88a/sweep_id/3.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/3d221d3e-749e-4b06-ac7a-762c3fc4c88a/sweep_id/4.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/3d221d3e-749e-4b06-ac7a-762c3fc4c88a/sweep_id/4.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/3d221d3e-749e-4b06-ac7a-762c3fc4c88a/sweep_id/5.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/3d221d3e-749e-4b06-ac7a-762c3fc4c88a/sweep_id/5.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/3d221d3e-749e-4b06-ac7a-762c3fc4c88a/sweep_id/6.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/3d221d3e-749e-4b06-ac7a-762c3fc4c88a/sweep_id/6.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/f1fcabfc-f998-44c7-8420-c7a5ae5aaab7/sweep_id/1.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/f1fcabfc-f998-44c7-8420-c7a5ae5aaab7/sweep_id/1.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/f1fcabfc-f998-44c7-8420-c7a5ae5aaab7/sweep_id/2.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/f1fcabfc-f998-44c7-8420-c7a5ae5aaab7/sweep_id/2.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/f1fcabfc-f998-44c7-8420-c7a5ae5aaab7/sweep_id/3.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/f1fcabfc-f998-44c7-8420-c7a5ae5aaab7/sweep_id/3.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/f1fcabfc-f998-44c7-8420-c7a5ae5aaab7/sweep_id/4.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/f1fcabfc-f998-44c7-8420-c7a5ae5aaab7/sweep_id/4.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/f1fcabfc-f998-44c7-8420-c7a5ae5aaab7/sweep_id/5.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/f1fcabfc-f998-44c7-8420-c7a5ae5aaab7/sweep_id/5.mha
/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/images/unstacked_fetal_ultrasound/f1fcabfc-f998-44c7-8420-c7a5ae5aaab7/sweep_id/6.mha,/mnt/Enterprise2/PUBLIC_DATASETS/acouslic-ai/masks/unstacked_fetal_ultrasound/f1fcabfc-f998-44c7-8420-c7a5ae5aaab7/sweep_id/6.mha
